layers,neurons,lr,batch_size,epoch,dropout_rate,loss,accuracy,precision,recall,auc_pr,auc_roc
2,16,0.01,64,30,0.3,0.023509975522756577,0.9934210777282715,0.991239070892334,1.0,0.9984711408615112,0.9975862503051758
2,16,0.01,64,40,0.2,0.025026589632034302,0.9934210777282715,0.991239070892334,1.0,0.9985387325286865,0.9977788329124451
2,16,0.01,64,50,0.2,0.021302251145243645,0.9953007698059082,0.9937264919281006,1.0,0.9984579682350159,0.9976071119308472
2,16,0.01,64,50,0.3,0.02946622110903263,0.9934210777282715,0.991239070892334,1.0,0.9970372915267944,0.9955599308013916
2,16,0.001,32,50,0.1,0.027616145089268684,0.9943609237670898,0.9924812316894531,1.0,0.9970583915710449,0.9955901503562927
2,16,0.001,32,50,0.2,0.02965790405869484,0.9924812316894531,0.9900000095367432,1.0,0.9971262216567993,0.9957178235054016
2,16,0.001,32,50,0.3,0.035512711852788925,0.9934210777282715,0.991239070892334,1.0,0.9956169724464417,0.9935616254806519
2,16,0.001,64,50,0.2,0.032062120735645294,0.9934210777282715,0.991239070892334,1.0,0.9969142079353333,0.995283842086792
2,32,0.01,128,20,0.1,0.03764637932181358,0.9906014800071716,0.9875311851501465,1.0,0.9972186088562012,0.995829164981842
2,32,0.01,128,30,0.3,0.026674311608076096,0.9924812316894531,0.9900000095367432,1.0,0.9972311854362488,0.9958895444869995
2,32,0.01,128,50,0.3,0.02635038271546364,0.9943609237670898,0.9924812316894531,1.0,0.9984943270683289,0.9976651072502136
2,32,0.01,32,30,0.1,0.05326234549283981,0.9924812316894531,0.9900000095367432,1.0,0.9947547912597656,0.9922989010810852
2,32,0.01,32,30,0.2,0.034142207354307175,0.9943609237670898,0.9924812316894531,1.0,0.9973391890525818,0.9960682392120361
2,32,0.01,32,30,0.3,0.02867100201547146,0.9943609237670898,0.9924812316894531,1.0,0.9972817301750183,0.9959568381309509
2,32,0.01,32,40,0.1,0.05005102977156639,0.9934210777282715,0.991239070892334,1.0,0.9948129653930664,0.9924103617668152
2,32,0.01,32,50,0.2,0.03491022065281868,0.9924812316894531,0.9900000095367432,1.0,0.9972493648529053,0.9959359765052795
2,32,0.01,64,20,0.2,0.03600341081619263,0.9943609237670898,0.9924812316894531,1.0,0.9946035146713257,0.9920715689659119
2,32,0.01,64,30,0.2,0.03249087929725647,0.9953007698059082,0.9937264919281006,1.0,0.9971595406532288,0.9957781434059143
2,32,0.01,64,30,0.3,0.025043554604053497,0.9943609237670898,0.9924812316894531,1.0,0.9995183944702148,0.9986840486526489
2,32,0.01,64,50,0.3,0.027887042611837387,0.9943609237670898,0.9924812316894531,1.0,0.9972150921821594,0.9959057569503784
2,32,0.001,32,30,0.1,0.026835106313228607,0.9953007698059082,0.9937264919281006,1.0,0.9970641136169434,0.9957224726676941
2,32,0.001,32,30,0.2,0.03176017478108406,0.9934210777282715,0.991239070892334,1.0,0.9969678521156311,0.9953789710998535
2,32,0.001,32,30,0.3,0.032697826623916626,0.9924812316894531,0.9900000095367432,1.0,0.995803713798523,0.9938540458679199
2,32,0.001,32,40,0.2,0.02731945924460888,0.9934210777282715,0.991239070892334,1.0,0.9972061514854431,0.9959081411361694
2,32,0.001,32,40,0.3,0.03032202087342739,0.9943609237670898,0.9924812316894531,1.0,0.9969865083694458,0.9954184293746948
2,32,0.001,32,50,0.3,0.02675897255539894,0.9934210777282715,0.991239070892334,1.0,0.9971864819526672,0.9958454966545105
2,32,0.001,64,40,0.1,0.02995765581727028,0.9943609237670898,0.9924812316894531,1.0,0.9970065951347351,0.9955692291259766
2,32,0.001,64,50,0.2,0.032645393162965775,0.9934210777282715,0.991239070892334,1.0,0.9970976710319519,0.9956783652305603
2,32,0.0005,32,50,0.3,0.03294384479522705,0.9924812316894531,0.9900000095367432,1.0,0.9956690073013306,0.9936776757240295
3,8,0.01,128,20,0.2,0.035058122128248215,0.9934210777282715,0.991239070892334,1.0,0.9958742260932922,0.9938889145851135
3,8,0.01,128,30,0.1,0.026159144937992096,0.9924812316894531,0.9900000095367432,1.0,0.9985202550888062,0.9976605176925659
3,8,0.01,128,40,0.2,0.02901373617351055,0.9934210777282715,0.991239070892334,1.0,0.9969274997711182,0.9952999949455261
3,8,0.01,128,40,0.3,0.03788730129599571,0.9924812316894531,0.9900000095367432,1.0,0.9959991574287415,0.9941116571426392
3,8,0.01,128,50,0.2,0.02730293944478035,0.99154132604599,0.9887640476226807,1.0,0.9997671246528625,0.9993385672569275
3,8,0.01,32,20,0.1,0.029547350481152534,0.9934210777282715,0.991239070892334,1.0,0.9966028928756714,0.9948078989982605
3,8,0.01,32,20,0.2,0.033034827560186386,0.99154132604599,0.9887640476226807,1.0,0.9957821369171143,0.9938076138496399
3,8,0.01,32,30,0.2,0.029336070641875267,0.9953007698059082,0.9937264919281006,1.0,0.9963997006416321,0.994494616985321
3,8,0.01,32,40,0.1,0.030970297753810883,0.99154132604599,0.9887640476226807,1.0,0.9981378316879272,0.9968898892402649
3,8,0.01,32,50,0.1,0.024115396663546562,0.9934210777282715,0.991239070892334,1.0,0.9995770454406738,0.9988998770713806
3,8,0.01,32,50,0.2,0.03631255030632019,0.9953007698059082,0.9937264919281006,1.0,0.9973859190940857,0.9961355328559875
3,8,0.01,64,20,0.1,0.02401142753660679,0.9934210777282715,0.991239070892334,1.0,0.9997134804725647,0.9992085695266724
3,8,0.01,64,20,0.2,0.032878465950489044,0.9924812316894531,0.9900000095367432,1.0,0.9956716299057007,0.9936312437057495
3,8,0.01,64,30,0.1,0.04039755463600159,0.99154132604599,0.9887640476226807,1.0,0.9960693717002869,0.9942045211791992
3,8,0.01,64,40,0.1,0.029650390148162842,0.9934210777282715,0.991239070892334,1.0,0.9983636736869812,0.9973053336143494
3,8,0.01,64,40,0.3,0.035563308745622635,0.9924812316894531,0.9900000095367432,1.0,0.9958158731460571,0.9938725829124451
3,8,0.01,64,50,0.1,0.026566538959741592,0.9943609237670898,0.9924812316894531,1.0,0.9971478581428528,0.9957781434059143
3,8,0.01,64,50,0.2,0.030550852417945862,0.9924812316894531,0.9900000095367432,1.0,0.9980376958847046,0.9966809749603271
3,10,0.01,128,20,0.1,0.032347165048122406,0.9896616339683533,0.9863013625144958,1.0,0.9995929598808289,0.9988580346107483
3,10,0.01,128,30,0.1,0.029736224561929703,0.9934210777282715,0.991239070892334,1.0,0.9971984624862671,0.9957804679870605
3,10,0.01,128,30,0.3,0.03387800604104996,0.99154132604599,0.9887640476226807,1.0,0.9972479939460754,0.9958640336990356
3,10,0.01,128,40,0.2,0.024101465940475464,0.9934210777282715,0.991239070892334,1.0,0.9998340010643005,0.9995242953300476
3,10,0.01,128,50,0.2,0.030285555869340897,0.9943609237670898,0.9924812316894531,1.0,0.9970152974128723,0.9954346418380737
3,10,0.01,32,20,0.1,0.028096985071897507,0.9934210777282715,0.991239070892334,1.0,0.998297393321991,0.9971497654914856
3,10,0.01,32,30,0.3,0.04124300181865692,0.9877819418907166,0.9838509559631348,1.0,0.9979250431060791,0.9964141249656677
3,10,0.01,32,40,0.1,0.03193283826112747,0.99154132604599,0.9887640476226807,1.0,0.9984521865844727,0.9975653290748596
3,10,0.01,32,40,0.2,0.03234414756298065,0.9943609237670898,0.9924812316894531,1.0,0.9960196018218994,0.9941487312316895
3,10,0.01,64,30,0.1,0.023908857256174088,0.99154132604599,0.9887640476226807,1.0,0.9986222982406616,0.9979041814804077
3,10,0.01,64,30,0.3,0.03743153065443039,0.9924812316894531,0.9900000095367432,1.0,0.9958089590072632,0.9938353896141052
3,10,0.01,64,40,0.2,0.029219260439276695,0.9943609237670898,0.9924812316894531,1.0,0.9973033666610718,0.9959754347801208
3,16,0.01,128,20,0.2,0.035976409912109375,0.99154132604599,0.9887640476226807,1.0,0.9971668124198914,0.995792031288147
3,16,0.01,128,20,0.3,0.03547145053744316,0.99154132604599,0.9887640476226807,1.0,0.9959151744842529,0.9940072894096375
3,16,0.01,128,30,0.3,0.03720226138830185,0.9924812316894531,0.9900000095367432,1.0,0.9946520924568176,0.9921712875366211
3,16,0.01,128,40,0.2,0.025134766474366188,0.9943609237670898,0.9924812316894531,1.0,0.9982373714447021,0.9972705245018005
3,16,0.01,128,50,0.1,0.039839088916778564,0.9943609237670898,0.9924812316894531,1.0,0.995634138584137,0.9935081601142883
3,16,0.01,128,50,0.2,0.0339684784412384,0.9924812316894531,0.9900000095367432,1.0,0.9985650181770325,0.9978229403495789
3,16,0.01,32,40,0.3,0.025689711794257164,0.9943609237670898,0.9924812316894531,1.0,0.9996392726898193,0.9990020394325256
3,16,0.01,32,50,0.3,0.03186381608247757,0.9934210777282715,0.991239070892334,1.0,0.996114194393158,0.9943135380744934
3,16,0.01,64,20,0.2,0.026856012642383575,0.9934210777282715,0.991239070892334,1.0,0.9985288381576538,0.9977810978889465
3,16,0.01,64,30,0.1,0.024711957201361656,0.99154132604599,0.9887640476226807,1.0,0.9985485076904297,0.9977719783782959
3,16,0.01,64,30,0.3,0.027814587578177452,0.9924812316894531,0.9900000095367432,1.0,0.9984286427497864,0.9975467920303345
3,16,0.01,64,40,0.3,0.03288327530026436,0.9934210777282715,0.991239070892334,1.0,0.9959403872489929,0.9940652251243591
3,16,0.01,64,50,0.1,0.03748474270105362,0.9934210777282715,0.991239070892334,1.0,0.9958159923553467,0.9938563108444214
3,16,0.01,64,50,0.2,0.02006847783923149,0.9943609237670898,0.9924812316894531,1.0,0.9986540675163269,0.9980016946792603
3,16,0.001,32,40,0.2,0.031002521514892578,0.99154132604599,0.9887640476226807,1.0,0.9970220923423767,0.9955552816390991
3,16,0.001,32,50,0.2,0.028080176562070847,0.9943609237670898,0.9924812316894531,1.0,0.9970821142196655,0.9956040382385254
3,16,0.001,64,40,0.1,0.035555291920900345,0.99154132604599,0.9887640476226807,1.0,0.9969086647033691,0.9952651858329773
3,32,0.01,128,20,0.3,0.02997608482837677,0.9924812316894531,0.9900000095367432,1.0,0.9970268607139587,0.9954786896705627
3,32,0.01,128,30,0.2,0.0289973895996809,0.9934210777282715,0.991239070892334,1.0,0.9971162676811218,0.9957549571990967
3,32,0.01,128,50,0.2,0.03703688085079193,0.9934210777282715,0.991239070892334,1.0,0.9960158467292786,0.9941162467002869
3,32,0.01,128,50,0.3,0.03199104592204094,0.99154132604599,0.9887640476226807,1.0,0.9972147941589355,0.9958176016807556
3,32,0.01,32,50,0.1,0.04126453399658203,0.9924812316894531,0.9900000095367432,1.0,0.9959945678710938,0.994083821773529
3,32,0.01,32,50,0.2,0.05468112602829933,0.99154132604599,0.9887640476226807,1.0,0.9973064661026001,0.9959777593612671
3,32,0.01,32,50,0.3,0.043318722397089005,0.9934210777282715,0.991239070892334,1.0,0.9956013560295105,0.9935986995697021
3,32,0.01,64,40,0.1,0.06010748818516731,0.9953007698059082,0.9937264919281006,1.0,0.9960978627204895,0.9942950010299683
3,32,0.01,64,40,0.2,0.02976512350142002,0.9943609237670898,0.9924812316894531,1.0,0.9973664283752441,0.9961076974868774
3,32,0.01,64,40,0.3,0.023952145129442215,0.9953007698059082,0.9937264919281006,1.0,0.9984989762306213,0.997734785079956
3,32,0.001,128,40,0.1,0.03622203692793846,0.9934210777282715,0.991239070892334,1.0,0.9954485297203064,0.9932923316955566
